chirp_mass mass_ratio time_jitter
30.706183415818256 0.8038074081204516 -0.0001961959048403394
32.13141163198536 0.8379738042814586 0.00023888866154853024
32.488976185856515 0.9913962369782399 4.7335197224700404e-05
32.32780682397014 0.9667454189619382 -0.00012837621538633125
30.729168252781125 0.8021716112049055 0.00017916195488653746
32.282438446197055 0.9204931647344071 -2.722639641291241e-05
32.09649593209984 0.8507277176892437 0.00016326905301748386
31.41443884104293 0.7795970815591133 -3.353099646865172e-05
30.782233789800483 0.8692406355686757 7.21138837646712e-05
31.921356190492947 0.8233408122881756 -3.8703600760481955e-05
31.599854064608486 0.758810585587263 0.00016731365295652066
32.05664177960091 0.8584757338781088 -1.5643050439286238e-05
31.404585854022628 0.7569922048251434 -0.000183291853206164
32.08326195507246 0.8509874565072063 4.005189522082763e-05
31.49073941607058 0.750913393571173 8.111463708475726e-05
31.407115034136066 0.7554594656839071 7.084779403144218e-05
31.37522101801104 0.7821711699324636 6.490280385956646e-05
30.79887551859008 0.9447673973384123 0.00014407438723161223
31.133027119783975 0.8230803593971479 0.00018327252864612915
31.15228354155883 0.7805556034384433 0.00021097224825759837
31.94126103387016 0.9334779161347387 -6.276009738141356e-05
31.73776900989326 0.8368086296608153 -0.00012815041857348463
32.04207424046083 0.9913105969352951 -0.0001528448421472629
31.1130419460396 0.8731841253359702 -0.00022016109576279707
31.16843258358578 0.8450710234324673 0.00023694099803021006
31.058748051725622 0.9233468189876335 -0.00017728456517219468
31.189881469710404 0.8334010557785444 0.0001365486153339901
32.121562302297846 0.9831439578546369 4.433639544318765e-05
31.877324693053694 0.8377376867918171 0.00018081218835805965
30.941980445215307 0.9495804371701271 1.51743965726036e-05
30.926594482682688 0.8269345149821227 7.611819282132295e-05
31.627577179893024 0.8179592056104352 7.416612458621588e-05
30.93984395386837 0.8774795151090725 8.73203194772475e-06
31.158686651029885 0.7748102724729586 -0.0001646296609552402
31.44775446006993 0.8066627349408519 0.00013224616854352368
31.63189083471395 0.8027350723062829 0.00013535818489494004
31.138565679322664 0.9528192948998003 -0.0001882987871433113
31.83175577723076 0.9540805510789776 -3.119897511351101e-05
31.648511102046932 0.875711216088906 -1.2870523443449288e-05
31.327419759665418 0.8736820298996024 0.00016823156593578757
31.528217304445143 0.8575045759364608 1.71994831887694e-05
31.430354622524902 0.8715151046844816 0.00012422788946394133
31.28375651976738 0.8684937533248982 0.0002234145329466082
32.0888516063945 0.9601297181715824 0.00016871386726922927
31.061988027352637 0.8049748183668846 -1.781955117754249e-05
31.807310969982083 0.9199692309042306 6.559123136716706e-05
31.167144355324254 0.8066657600075904 -0.00018074955870745618
30.933198357946328 0.9799225567141108 9.749326329017171e-05
31.34363172964193 0.8918119009354177 0.00019804050429586968
31.33616453027887 0.903252410275069 0.00019441267907733514
31.87954766164007 0.9922867931529408 -8.431191965367824e-05
31.2629761951756 0.9045338701609786 0.0001954959423537101
31.76615002669514 0.9591189123235013 -4.653943027774872e-06
31.508912162385265 0.9055287154492063 0.00012350530913921167
30.97807260631828 0.8770831615024929 4.2347801088705875e-05
31.202891074461263 0.9850859714137806 -0.0002292720018537657
31.669008935751826 0.8492437949009164 -0.00013283570840199292
31.69679519980839 0.924656127603323 9.548566415767962e-05
